"rank","headword","pos","english","sample","range","rawFreq","oral","fiction","nonFiction"
1309,"tradicional","adj","traditional","vivía en una familia tradicional",94,"1456","NA","NA","NA"
900,"población","nf","population","hay una población de 75 mil personas",96,"3580","NA","NA","NA"
1503,"distribuir","v","to distribute, deliver","esa carta se distribuye a todos los demás",97,"630","NA","NA","NA"
158,"gente","nf","people","la gente tiene miedo de perder su identidad",99,"11206","high","NA","NA"
353,"gustar","v","to be pleasing to","¡no me gusta que te acaricie!",94,"8103","high","NA","NA"
2622,"señorita","nf","young woman","quedó viuda muy joven, o sea, prácticamente una señorita solterona",73,"845","high","NA","low"
677,"marcar","v","to mark, note, dial","vemos así la estrella Polar, que marca el norte mejor que una brújula",100,"2211","NA","NA","NA"
2331,"toro","nm","bull","las corridas de toros son una parte importante de la tradición",82,"735","NA","NA","NA"
1675,"reflejo","nm","reflection","no he mirado mi reflejo en un espejo hace media docena de años",93,"1094","NA","NA","NA"
910,"plantear","v","to propose, present","quisiéramos aquí plantear la cuestión",96,"2247","high","NA","NA"
574,"absoluto","adj","absolute","mantiene el control absoluto de los oyentes",100,"2323","NA","NA","NA"
1745,"relacionar","v","to relate","cada órgano se relaciona al otro",96,"610","NA","NA","NA"
1084,"curioso","adj","curious, strange","lo curioso era que también hablaban en yiddish",95,"1362","NA","NA","NA"
884,"piel","nf","skin, hide, fur","tenía la piel muy sucia; me desnudé y lo llevé al baño",95,"2406","NA","NA","NA"
1998,"empeñar","v","[se] to insist on","un oficial de policía que se empeñaba en prender al chino",89,"580","NA","NA","NA"
599,"corresponder","v","to correspond with","introduce un número que corresponde a su tarjeta",100,"2364","NA","NA","NA"
1565,"avance","nm","advance, progress","explicó cómo eso significaba un avance para la civilización",94,"1369","NA","NA","NA"
1159,"cine","nm","cinema, US movie theater","la foto, el cine y la televisión iban a barrer al libro",93,"1896","NA","NA","NA"
181,"único","adj","only, unique, sole","era el único hijo varón de la familia",100,"8058","NA","NA","NA"
1266,"característica","nf","characteristic, aspect","hay una característica que hace única a la pintura",96,"1854","NA","NA","NA"
1725,"medicina","nf","medicine","¿por qué no se toma su medicina, señor? Se sentirá mucho mejor",94,"938","NA","NA","NA"
921,"etapa","nf","stage, period","entró en la etapa final de su enfermedad",98,"1862","NA","NA","NA"
823,"doce","num","twelve","la iglesia de los Doce Apóstoles",99,"1528","high","NA","NA"
1612,"eliminar","v","to eliminate, exclude","la ventilación elimina los olores y sabores",93,"974","NA","NA","NA"
263,"oír","v","to hear","no se oía ningún sonido",99,"7750","high","NA","NA"
53,"también","adv","also","y también van a estar los otros",100,"33348","NA","NA","NA"
2057,"civilización","nf","civilization","la armonía espiritual que perseguía la civilización de Teotihuacán",89,"845","NA","NA","NA"
488,"ambos","adj","both","se extendían a ambos lados de la carretera",98,"4054","NA","NA","NA"
576,"actuar","v","to act","esa manera de actuar es producto de la desesperación",99,"2729","NA","NA","NA"
2499,"anónimo","adj","anonymous","me siento anónimo; siempre soy un desconocido",86,"386","NA","NA","NA"
436,"encima","adv","above, on top, in addition","nos pueden elevar por encima de nuestra realidad",100,"3167","NA","NA","NA"
1417,"pérdida","nf","loss","destruyen las células, dando lugar a pérdida de memoria y demencia",97,"1169","NA","NA","NA"
1731,"secreto","adj","secret","estoy hablando de cosas que no son secretas, sino publiquísimas",94,"944","NA","NA","NA"
673,"depender","v","to depend on","no me gusta depender de otra gente",99,"2389","NA","NA","NA"
327,"reconocer","v","to recognize, admit","no pudo reconocer quién era",100,"4435","NA","NA","NA"
531,"mayoría","nf","majority","la mayoría de los cánceres humanos no tienen un origen vírico",99,"4075","NA","NA","NA"
578,"altura","nf","height, altitude","a siete mil metros de altura hay que usar oxígeno",100,"2096","NA","NA","NA"
55,"año","nm","year","no lo supo hasta casi un año después",100,"33053","NA","NA","NA"
1421,"personalidad","nf","personality, celebrity","un hombre que les fascina con su personalidad enigmática",94,"1135","NA","NA","NA"
1707,"bonito","adj","pretty, nice","¡qué vestido tan bonito! ¡Qué elegante era el sombrero!",86,"1692","high","NA","low"
90,"siempre","adv","always, forever","siempre ha sido así",100,"17689","NA","NA","NA"
2300,"invitación","nf","invitation","en vez de desaprobación, era invitación a comer más",90,"456","NA","NA","NA"
2312,"tropa","nf","troops, forces","el soldado era de la tropa revolucionaria",81,"1173","NA","NA","NA"
2385,"manejo","nm","handling, management","el manejo de los recursos institucionales y humanos",89,"459","NA","NA","NA"
1768,"mentira","nf","lie","para verificar qué había de verdad y de mentira en esos juegos",87,"950","high","NA","low"
1298,"hospital","nm","hospital","jefe del Servicio de Infecciosos del hospital Clínico de Barcelona",93,"1368","high","NA","NA"
2508,"propaganda","nf","advertising, propaganda","una fuerte campaña de propaganda ideológica",86,"414","high","NA","NA"
2479,"designar","v","to designate","se designa con el nombre de mixed border",87,"508","NA","NA","NA"
1142,"beneficio","nm","benefit, profit","nos agrupamos para luchar en beneficio de todos",97,"1110","NA","NA","NA"
2553,"divertido","adj","funny, amusing","ahí tengo una foto muy divertida donde yo estaba toreando",80,"509","NA","NA","low"
830,"apoyo","nm","support, backing","cuando necesité ayuda, ella volvió para darme su apoyo",99,"1988","NA","NA","NA"
481,"pregunta","nf","question","cada pregunta abría un mar de respuestas",98,"3270","high","NA","NA"
130,"caso","nm","case, occasion","luego, en este caso está plenamente justificada",100,"12852","NA","NA","NA"
1823,"pelear","v","to fight, struggle","fueron a pelear y a dar su vida",91,"746","NA","NA","NA"
2422,"apropiado","adj","appropriate","el sitio no es apropiado para un encuentro amoroso",87,"474","NA","NA","NA"
2318,"guía","nc","guide, leader","ha viajado dos veces a ese país como guía de un tour",88,"447","NA","NA","NA"
184,"pequeño","adj","little, small, young","a pesar de su pequeño tamaño estaba llena de detalles",100,"8092","NA","NA","NA"
1354,"animar","v","to cheer up","sonríe tratando de animar un tanto la situación",96,"826","NA","NA","NA"
2582,"lindo","adj","pretty, nice, lovely","es un lindo regalo, creo yo",72,"1293","high","NA","low"
406,"suceder","v","to happen","¿qué pasa?, ¿sucedió algo malo?, ¿algún problema?",100,"3509","NA","NA","NA"
1567,"firma","nf","company, signature, signing","afirma que hay contactos con la firma Sony",94,"816","NA","NA","NA"
2587,"estrictamente","adv","strictly","de modo que, ya ve usted, no éramos estrictamente musulmanes",87,"362","NA","NA","NA"
916,"manejar","v","to drive, handle","quiero manejar un auto",100,"1214","NA","NA","NA"
1278,"complejo","adj","complex, complicated","¡quién podrá saber cuán complejo es el corazón humano!",99,"1298","NA","NA","NA"
2393,"creador","nm","creator","Dios es el creador de todas las cosas",85,"608","NA","NA","NA"
1457,"equivocar","v","to be wrong","y me equivoqué; jamás volví a ver mi dinero",94,"843","high","NA","NA"
441,"atención","nf","attention","llaman mucho la atención y causan un gran impacto",100,"2778","NA","NA","NA"
1324,"sombra","nf","shade, shadow","tomó la siesta a la sombra de los árboles",93,"2553","NA","NA","NA"
2144,"gas","nm","gas","los productores de carbón, gas natural, petróleo y energía nuclear",87,"1128","NA","NA","NA"
710,"sentar","v","to sit (down), seat","los niños pasaban a sentarse en un escritorio",99,"2541","NA","NA","NA"
2262,"grueso","adj","thick","se ve la enorme cadena, gruesa y pesada",86,"866","NA","NA","NA"
268,"situación","nf","situation","¿cómo es la situación allí actualmente?",100,"6220","NA","NA","NA"
2414,"rumbo","nm","direction, course, bearing","¿y por qué no marcharse rumbo a América?",84,"749","NA","NA","NA"
2279,"calificar","v","to grade, rate, qualify","para hacer una evaluación y calificar el resultado del debate",88,"628","NA","NA","NA"
1477,"claramente","adv","clearly","hemos entendido claramente su mensaje",96,"868","NA","NA","NA"
1906,"colección","nf","collection","conserva una colección de periódicos del siglo XIX",89,"726","NA","NA","NA"
1114,"cristiano","adj","Christian","el mandamiento cristiano de sepultar a los muertos",95,"1633","NA","NA","NA"
1702,"ideal","nm","ideal, goal","es necesario planificar la familia para realizar los ideales de vida humana",94,"623","NA","NA","NA"
499,"preparar","v","to prepare","todos los ingredientes para preparar un plato notable",100,"2320","NA","NA","NA"
668,"materia","nf","matter, subject","en materia musical, la tecnología ha sufrido un receso",98,"3039","NA","NA","NA"
2042,"eco","nm","echo, response","¡bumbumbumbumbum! Es el eco de las montañas",91,"615","NA","NA","NA"
1065,"gesto","nm","gesture","no pude hablar y le hice un gesto afirmativo con la cabeza",97,"2255","NA","NA","NA"
319,"camino","nm","road, route, path","es un camino muy largo el que nos queda por recorrer",100,"4937","NA","NA","NA"
543,"función","nf","function, meeting","¿qué función tienen las Academias en este sentido?",99,"3669","NA","NA","NA"
1712,"víctima","nf","victim, casualty","¡mi única hija ha sido víctima de este maníaco sexual!",91,"1132","NA","NA","NA"
1811,"emitir","v","to emit, give (off)","R. lo siguió sin emitir una palabra",92,"874","NA","NA","NA"
2579,"mezclado","adj","mixed","porque iba mezclada con algo confusamente siniestro y oscuro",86,"347","NA","NA","NA"
671,"moderno","adj","modern","he escrito sobre el arte moderno",100,"3005","NA","NA","NA"
802,"presente","nm","present","no viven en el futuro ni en el pasado, ¡viven en el presente!",100,"1307","NA","NA","NA"
1214,"lógico","adj","logical","todo había sido tan natural, tan lógico",95,"1156","high","NA","NA"
2627,"armar","v","to arm, put together","se armaban con cañones en el castillo",79,"575","NA","NA","low"
1857,"curiosidad","nf","curiosity, quaintness","la curiosidad de saber hasta qué punto podía ser verdad",92,"880","NA","NA","NA"
1571,"extremo","adj","extreme","nada poseían salvo la extrema pobreza",95,"831","NA","NA","NA"
169,"problema","nm","problem","para resolver un problema tan sencillo",100,"11485","high","NA","NA"
233,"nadie","pron","nobody, anybody","nadie sabe nada",99,"8513","NA","NA","NA"
701,"detrás","adv","behind","pueden estar detrás de ese árbol",99,"2252","NA","NA","NA"
1292,"criterio","nm","criterion","se puede tener criterio para saber lo que es bueno y lo que es malo",97,"1345","NA","NA","NA"
1361,"apuntar","v","to point, note, aim","cuando el barco apunta hacia el viento, pierde velocidad",93,"1101","NA","NA","NA"
616,"apoyar","v","to support, lean on","los municipios deben apoyar la educación",99,"2592","NA","NA","NA"
1230,"torno","nm","en torno a: about, regarding","todo lo que está ocurriendo en torno a la reforma del impuesto",95,"1528","NA","NA","NA"
120,"tal","adj","such (a)","bien sabía que tal cosa era imposible",100,"12514","NA","NA","NA"
601,"romper","v","to break","no quería romper la unidad de la familia",100,"2201","NA","NA","NA"
515,"desear","v","to want, desire, wish for","dijo que deseaba venir a México",100,"2711","NA","NA","NA"
2285,"ejecutar","v","to execute, carry out","practica para ejecutar con perfección su obra",88,"516","NA","NA","NA"
2013,"diseño","nm","design","se emplearon diseños geométricos en blanco y negro",91,"945","NA","low","NA"
1509,"quemar","v","to burn","me propongo cortar mucha leña y quemar mucho carbón",92,"983","NA","NA","NA"
121,"mejor","adj","best, better (adv)","yo, al fin y al cabo, soy el mejor amigo",100,"12456","NA","NA","NA"
7,"un","art","a, an","era un hombre simpático",100,"434022","NA","NA","NA"
903,"diario","nm","newspaper","las noticias que lee en el diario acerca de lo que pasa en Inglaterra",98,"1564","NA","NA","NA"
1215,"instante","nm","instant, moment","¡rápido! Cada instante malgastado, perdimos dinero",92,"2014","NA","NA","NA"
1515,"establecido","adj","established","era la única de las colonias establecidas que elegía diputados",96,"970","NA","NA","NA"
1654,"reproducir","v","to reproduce, repeat","cada una de estas láminas reproduce un color",96,"639","NA","NA","NA"
1960,"doméstico","adj","domestic","la mujer que contrataron para las tareas domésticas",91,"675","NA","NA","NA"
545,"serio","adj","serious","esa muchacha tiene un problema serio",100,"2307","NA","NA","NA"
836,"encuentro","nm","meeting, game, skirmish","acepté el encuentro en el café habitual",98,"1733","NA","NA","NA"
1895,"aguantar","v","to endure, put up with","fue muy duro y papá tuvo que aguantar muchas cosas",85,"978","NA","NA","low"
2489,"pantalón","nm","pants, trousers","hoy he ido con pantalones cortos, a jugar al tenis",77,"996","NA","NA","low"
648,"contacto","nm","contact","nos mantendremos en contacto por vía telefónica",100,"1942","NA","NA","NA"
127,"mujer","nf","woman, wife","su mamá es una mujer muy enferma y no puede trabajar",100,"14797","NA","NA","NA"
1962,"criar","v","to bring up, rear","quiero criar a mi hija pese a que estoy soltera",90,"560","NA","NA","NA"
2568,"barrera","nf","barrier, obstacle","apareció una barrera que impidió el paso",87,"443","NA","NA","NA"
1410,"nervioso","adj","nervous, uptight","el pobre anciano estaba temblando, nervioso",90,"1547","NA","NA","NA"
2535,"incómodo","adj","uncomfortable","incluso estar alojando en saco de dormir, incómodo",85,"349","NA","NA","NA"
1037,"individuo","nm","individual, person","no forman un colectivo – son todos individuos",97,"2062","NA","NA","NA"
2135,"patria","nf","native land, fatherland","ha regresado a la patria de la niñez",88,"635","NA","NA","NA"
2456,"expectativa","nf","expectation, hope, prospect","pueden crear falsas expectativas en los pacientes",86,"470","NA","NA","NA"
1173,"creación","nf","creation","para permitir la creación de 26.000 puestos escolares nuevos",99,"1576","NA","NA","NA"
74,"poco","adj","little, few, a little bit (adv)","trabajó poco tiempo con él",100,"20986","NA","NA","NA"
